contract_id,supplier_id,contract_value_million,contract_type,award_date,expected_duration_months,status
CTR00421,SUP0244,2.41,R&D,2020-06-25,25,completed
CTR00422,SUP0045,4.46,Production,2021-07-03,55,delayed
CTR00423,SUP0088,0.39,Production,2021-03-30,41,terminated
CTR00424,SUP0080,0.53,Production,2020-11-21,33,active
CTR00425,SUP0211,1.07,R&D,2022-01-27,29,delayed
CTR00426,SUP0218,1.08,Tech Services,2020-06-04,10,active
CTR00427,SUP0251,4.61,Tech Services,2020-06-11,42,completed
CTR00428,SUP0358,1.01,Tech Services,2025-02-11,17,terminated
CTR00429,SUP0057,3.51,Sustainment,2022-07-14,40,delayed
CTR00430,SUP0031,2.39,Sustainment,2024-01-07,45,completed
CTR00431,SUP0206,2.98,Sustainment,2024-11-13,59,terminated
CTR00432,SUP0386,6.37,R&D,2020-12-17,7,terminated
CTR00433,SUP0438,1.81,Production,2023-11-14,55,active
CTR00434,SUP0197,5.16,Production,2022-08-31,46,active
CTR00435,SUP0332,1.92,R&D,2021-02-23,50,completed
CTR00436,SUP0389,1.53,R&D,2020-07-06,44,active
CTR00437,SUP0164,11.15,Tech Services,2021-07-14,47,completed
CTR00438,SUP0074,0.71,Tech Services,2021-11-26,14,completed
CTR00439,SUP0463,0.33,Sustainment,2023-07-16,27,completed
CTR00440,SUP0372,5.16,Sustainment,2025-01-10,52,active
CTR00441,SUP0329,0.25,R&D,2024-09-02,10,delayed
CTR00442,SUP0494,6.35,Sustainment,2023-09-25,17,completed
CTR00443,SUP0065,2.01,Production,2020-10-28,6,delayed
CTR00444,SUP0387,8.65,R&D,2023-11-24,49,terminated
CTR00445,SUP0417,4.47,R&D,2022-09-24,27,active
CTR00446,SUP0237,3.3,Production,2025-04-13,43,active
CTR00447,SUP0005,10.44,Tech Services,2021-09-30,56,delayed
CTR00448,SUP0457,1.77,Tech Services,2023-06-24,24,terminated
CTR00449,SUP0294,10.78,Production,2024-03-13,21,terminated
CTR00450,SUP0227,0.51,Production,2021-04-07,36,completed
CTR00451,SUP0185,2.31,Sustainment,2020-05-15,56,active
CTR00452,SUP0218,1.1,R&D,2024-11-23,8,terminated
CTR00453,SUP0495,2.72,Sustainment,2023-06-04,28,terminated
CTR00454,SUP0094,0.62,Production,2022-04-27,47,completed
CTR00455,SUP0324,6.45,Sustainment,2024-10-17,23,completed
CTR00456,SUP0100,6.56,Production,2024-11-25,31,delayed
CTR00457,SUP0054,10.87,Sustainment,2021-01-04,18,active
CTR00458,SUP0076,0.59,Sustainment,2023-08-22,23,terminated
CTR00459,SUP0182,3.42,Tech Services,2024-09-16,8,delayed
CTR00460,SUP0354,2.25,Production,2023-08-13,28,active
CTR00461,SUP0479,1.48,Sustainment,2023-03-16,8,delayed
CTR00462,SUP0076,1.52,R&D,2025-02-25,30,active
CTR00463,SUP0099,1.86,Sustainment,2021-04-20,32,active
CTR00464,SUP0264,4.27,Sustainment,2020-12-18,49,terminated
CTR00465,SUP0373,3.19,R&D,2022-06-20,32,active
CTR00466,SUP0290,2.15,Production,2024-01-11,57,completed
CTR00467,SUP0242,0.28,Tech Services,2023-02-19,44,terminated
CTR00468,SUP0327,0.28,Tech Services,2023-07-09,30,completed
CTR00469,SUP0329,0.01,Tech Services,2021-12-02,29,delayed
CTR00470,SUP0350,12.01,R&D,2024-10-03,13,delayed
CTR00471,SUP0344,0.02,Sustainment,2021-07-31,14,active
CTR00472,SUP0467,0.38,Production,2024-01-24,51,active
CTR00473,SUP0135,1.32,Sustainment,2021-08-22,42,completed
CTR00474,SUP0184,5.77,Tech Services,2022-02-03,35,completed
CTR00475,SUP0346,11.45,Sustainment,2024-05-15,58,completed
CTR00476,SUP0108,5.46,R&D,2023-08-05,24,delayed
CTR00477,SUP0083,4.11,R&D,2022-07-11,58,completed
CTR00478,SUP0352,2.58,Production,2021-01-06,21,terminated
CTR00479,SUP0406,0.32,Production,2024-04-09,29,terminated
CTR00480,SUP0230,11.11,Tech Services,2021-09-01,49,delayed
CTR00481,SUP0094,4.97,Production,2021-12-10,26,completed
CTR00482,SUP0163,3.57,Sustainment,2023-08-04,41,completed
CTR00483,SUP0306,4.98,R&D,2022-03-15,45,active
CTR00484,SUP0500,4.51,R&D,2021-09-19,44,terminated
CTR00485,SUP0350,3.55,R&D,2025-01-28,52,delayed
CTR00486,SUP0336,13.79,Production,2021-11-24,11,completed
CTR00487,SUP0265,8.18,R&D,2020-12-31,10,active
CTR00488,SUP0128,3.64,R&D,2020-05-15,19,delayed
CTR00489,SUP0393,4.14,R&D,2021-05-01,58,delayed
CTR00490,SUP0465,0.19,Tech Services,2022-01-17,50,terminated
CTR00491,SUP0418,3.88,Tech Services,2020-06-29,47,completed
CTR00492,SUP0325,0.16,Production,2022-01-26,55,delayed
CTR00493,SUP0338,3.11,R&D,2024-05-23,9,active
CTR00494,SUP0205,25.7,Production,2022-10-02,13,active
CTR00495,SUP0293,2.84,R&D,2020-07-21,29,delayed
CTR00496,SUP0048,2.24,R&D,2021-05-14,16,active
CTR00497,SUP0363,1.31,R&D,2024-06-02,22,delayed
CTR00498,SUP0458,0.45,Production,2024-11-01,55,active
CTR00499,SUP0487,4.6,Production,2022-09-10,26,delayed
CTR00500,SUP0093,0.75,R&D,2022-12-10,31,delayed
CTR00501,SUP0377,0.43,Sustainment,2021-09-04,48,delayed
CTR00502,SUP0114,1.92,Production,2020-09-27,53,active
CTR00503,SUP0430,5.55,Tech Services,2021-04-19,49,delayed
CTR00504,SUP0394,4.78,Production,2024-04-18,50,terminated
CTR00505,SUP0188,0.2,R&D,2024-12-06,32,delayed
CTR00506,SUP0062,2.13,Sustainment,2024-09-09,21,completed
CTR00507,SUP0067,2.59,R&D,2021-07-22,31,completed
CTR00508,SUP0258,3.62,Tech Services,2023-12-11,58,terminated
CTR00509,SUP0365,3.68,Production,2024-10-29,38,delayed
CTR00510,SUP0048,1.59,Production,2021-07-06,36,completed
CTR00511,SUP0237,2.88,R&D,2022-12-02,53,delayed
CTR00512,SUP0169,2.3,R&D,2024-11-18,52,completed
CTR00513,SUP0218,7.57,Tech Services,2022-09-18,11,active
CTR00514,SUP0447,2.64,Sustainment,2024-06-17,49,active
CTR00515,SUP0420,2.04,Tech Services,2021-06-05,13,terminated
CTR00516,SUP0420,1.81,Sustainment,2023-09-30,12,terminated
CTR00517,SUP0199,2.97,Production,2020-06-29,39,delayed
CTR00518,SUP0050,5.7,Sustainment,2020-07-28,49,terminated
CTR00519,SUP0283,2.71,Sustainment,2021-11-25,58,delayed
CTR00520,SUP0435,3.79,Production,2025-02-16,19,active
CTR00521,SUP0440,4.69,Production,2025-03-27,21,active
CTR00522,SUP0422,2.57,Production,2024-10-20,48,completed
CTR00523,SUP0120,1.95,Tech Services,2023-12-28,57,delayed
CTR00524,SUP0498,7.32,Production,2020-09-05,14,active
CTR00525,SUP0353,1.89,R&D,2024-08-24,15,active
CTR00526,SUP0492,2.17,Production,2020-11-17,22,delayed
CTR00527,SUP0403,16.24,Production,2025-03-11,17,completed
CTR00528,SUP0100,0.0,Production,2022-06-02,11,completed
CTR00529,SUP0106,0.72,Sustainment,2023-08-27,24,completed
CTR00530,SUP0286,1.7,Tech Services,2023-11-07,48,completed
CTR00531,SUP0310,9.44,Production,2022-05-23,46,active
CTR00532,SUP0413,0.25,Tech Services,2023-02-28,58,delayed
CTR00533,SUP0481,0.03,R&D,2021-06-03,34,delayed
CTR00534,SUP0046,0.19,R&D,2021-05-28,11,active
CTR00535,SUP0286,0.32,Production,2024-03-06,30,active
CTR00536,SUP0254,0.13,R&D,2023-11-03,29,active
CTR00537,SUP0212,2.29,Tech Services,2023-08-10,30,terminated
CTR00538,SUP0457,3.04,Sustainment,2022-07-02,21,delayed
CTR00539,SUP0468,1.11,Production,2022-02-11,57,delayed
CTR00540,SUP0350,1.78,R&D,2022-05-08,21,delayed
CTR00541,SUP0140,0.34,Tech Services,2023-10-29,11,completed
CTR00542,SUP0158,1.44,Tech Services,2023-09-03,42,active
CTR00543,SUP0445,2.59,R&D,2022-07-14,26,active
CTR00544,SUP0309,4.61,Tech Services,2023-03-09,9,active
CTR00545,SUP0294,0.01,Tech Services,2022-08-25,39,terminated
CTR00546,SUP0342,2.2,Production,2023-05-30,33,delayed
CTR00547,SUP0450,1.23,Tech Services,2022-11-12,43,active
CTR00548,SUP0028,6.71,R&D,2022-01-10,46,terminated
CTR00549,SUP0172,4.4,Production,2024-12-18,33,active
CTR00550,SUP0254,3.11,R&D,2020-10-12,22,completed
CTR00551,SUP0404,1.14,Sustainment,2025-01-25,19,delayed
CTR00552,SUP0437,8.44,R&D,2022-01-10,12,terminated
CTR00553,SUP0042,0.16,R&D,2024-08-17,27,active
CTR00554,SUP0444,0.41,Production,2025-04-08,56,delayed
CTR00555,SUP0270,1.74,Tech Services,2023-08-01,6,terminated
CTR00556,SUP0378,0.47,R&D,2023-12-03,34,delayed
CTR00557,SUP0001,10.97,Production,2025-01-30,57,delayed
CTR00558,SUP0386,5.6,Sustainment,2025-03-10,36,completed
CTR00559,SUP0440,1.05,Production,2021-12-26,35,delayed
CTR00560,SUP0192,3.11,Production,2024-09-10,20,terminated
CTR00561,SUP0012,14.13,Tech Services,2023-05-22,23,delayed
CTR00562,SUP0073,7.55,R&D,2020-09-30,40,terminated
CTR00563,SUP0055,3.21,Sustainment,2024-04-02,55,delayed
CTR00564,SUP0079,8.19,Production,2024-08-21,35,active
CTR00565,SUP0317,15.84,R&D,2024-05-07,39,completed
CTR00566,SUP0401,4.76,R&D,2023-06-22,47,active
CTR00567,SUP0400,0.24,Production,2021-06-25,16,completed
CTR00568,SUP0108,1.8,R&D,2023-02-28,32,terminated
CTR00569,SUP0431,6.37,Production,2022-12-05,29,completed
CTR00570,SUP0247,0.92,Production,2022-11-09,40,delayed
CTR00571,SUP0245,6.22,Production,2024-11-22,44,delayed
CTR00572,SUP0165,0.45,Sustainment,2023-06-07,13,active
CTR00573,SUP0187,0.17,Production,2023-10-02,56,completed
CTR00574,SUP0124,1.7,Tech Services,2021-11-20,23,terminated
CTR00575,SUP0303,0.13,R&D,2022-09-09,18,terminated
CTR00576,SUP0128,11.04,Sustainment,2022-02-07,50,delayed
CTR00577,SUP0335,6.12,R&D,2025-02-12,29,terminated
CTR00578,SUP0184,5.65,Sustainment,2024-11-03,56,delayed
CTR00579,SUP0355,3.48,Tech Services,2020-05-28,28,delayed
CTR00580,SUP0062,0.85,Sustainment,2025-01-24,17,delayed
CTR00581,SUP0494,2.56,Sustainment,2022-11-26,54,active
CTR00582,SUP0417,3.18,Sustainment,2023-04-19,35,active
CTR00583,SUP0361,2.61,R&D,2020-12-16,36,delayed
CTR00584,SUP0377,1.05,Production,2020-12-16,33,delayed
CTR00585,SUP0138,2.53,R&D,2021-09-18,27,delayed
CTR00586,SUP0106,2.36,Production,2021-12-26,49,terminated
CTR00587,SUP0365,19.63,R&D,2023-02-02,33,delayed
CTR00588,SUP0387,7.97,Tech Services,2022-11-03,18,delayed
CTR00589,SUP0252,2.18,Tech Services,2020-12-17,30,completed
CTR00590,SUP0282,3.41,Sustainment,2020-11-05,49,completed
CTR00591,SUP0407,4.82,Tech Services,2022-04-24,56,completed
CTR00592,SUP0472,0.12,Sustainment,2024-04-24,51,completed
CTR00593,SUP0401,7.89,Production,2023-06-22,12,delayed
CTR00594,SUP0198,6.88,Tech Services,2024-07-23,50,completed
CTR00595,SUP0280,2.14,Production,2020-08-28,11,terminated
CTR00596,SUP0201,1.74,R&D,2024-09-10,29,terminated
CTR00597,SUP0318,1.12,Production,2021-08-04,24,completed
CTR00598,SUP0449,2.27,R&D,2020-10-10,24,active
CTR00599,SUP0252,0.16,Production,2025-02-16,41,terminated
CTR00600,SUP0076,6.69,Production,2022-04-02,56,terminated
CTR00601,SUP0171,0.13,Tech Services,2020-05-25,14,completed
CTR00602,SUP0072,1.4,Production,2020-11-26,53,completed
CTR00603,SUP0217,9.39,Tech Services,2023-01-07,41,delayed
CTR00604,SUP0004,4.65,Tech Services,2022-01-10,43,terminated
CTR00605,SUP0256,1.16,Sustainment,2021-07-16,45,completed
CTR00606,SUP0015,1.02,Sustainment,2022-09-09,34,completed
CTR00607,SUP0471,0.02,R&D,2021-04-03,29,delayed
CTR00608,SUP0148,4.16,Production,2022-01-28,53,terminated
CTR00609,SUP0359,0.18,R&D,2022-04-27,10,completed
CTR00610,SUP0401,2.66,Production,2021-02-22,58,delayed
CTR00611,SUP0285,11.46,Sustainment,2024-01-12,59,completed
CTR00612,SUP0384,0.41,Sustainment,2023-12-25,47,active
CTR00613,SUP0481,7.87,Production,2021-11-09,50,active
CTR00614,SUP0331,16.68,Production,2022-01-08,31,completed
CTR00615,SUP0394,0.22,Sustainment,2025-02-17,19,terminated
CTR00616,SUP0053,7.51,Sustainment,2022-08-21,44,active
CTR00617,SUP0023,2.54,R&D,2020-11-29,34,delayed
CTR00618,SUP0079,8.29,Sustainment,2023-06-05,57,completed
CTR00619,SUP0266,2.96,Production,2022-07-04,11,delayed
CTR00620,SUP0376,3.8,R&D,2022-12-05,12,active
CTR00621,SUP0141,2.75,Production,2024-06-29,42,terminated
CTR00622,SUP0205,7.0,Tech Services,2023-05-08,58,delayed
CTR00623,SUP0493,4.63,R&D,2024-09-01,23,active
CTR00624,SUP0334,2.58,Production,2023-12-08,28,active
CTR00625,SUP0234,7.09,Sustainment,2023-11-01,49,active
CTR00626,SUP0359,0.98,Tech Services,2025-03-31,43,delayed
CTR00627,SUP0120,0.6,Production,2020-06-13,6,active
CTR00628,SUP0311,0.61,R&D,2023-10-07,9,completed
CTR00629,SUP0331,1.42,Production,2024-05-13,56,active
CTR00630,SUP0279,0.95,Tech Services,2024-06-26,49,completed
CTR00631,SUP0395,9.31,R&D,2021-10-12,52,terminated
CTR00632,SUP0246,0.39,Tech Services,2025-04-06,40,completed
CTR00633,SUP0207,4.2,Production,2025-04-09,28,terminated
CTR00634,SUP0209,0.73,Sustainment,2022-07-15,32,terminated
CTR00635,SUP0192,7.47,Sustainment,2023-05-04,31,completed
CTR00636,SUP0061,11.38,Production,2022-08-21,57,terminated
CTR00637,SUP0244,2.19,Production,2020-11-18,13,completed
CTR00638,SUP0279,7.39,Production,2023-02-08,48,delayed
CTR00639,SUP0426,0.02,R&D,2024-07-05,21,terminated
CTR00640,SUP0352,6.0,Tech Services,2024-06-09,46,completed
CTR00641,SUP0399,0.91,Tech Services,2021-09-12,8,terminated
CTR00642,SUP0224,8.38,Tech Services,2024-07-16,37,active
CTR00643,SUP0099,0.0,Production,2021-03-22,10,completed
CTR00644,SUP0121,2.84,Tech Services,2024-06-29,25,active
CTR00645,SUP0381,4.95,Production,2021-04-11,19,terminated
CTR00646,SUP0343,1.05,R&D,2024-05-03,37,terminated
CTR00647,SUP0010,0.75,Sustainment,2022-08-09,31,delayed
CTR00648,SUP0483,0.31,Production,2021-10-23,52,completed
CTR00649,SUP0064,1.38,Production,2024-11-15,11,active
CTR00650,SUP0103,2.87,Sustainment,2023-01-10,41,delayed
CTR00651,SUP0249,0.43,Sustainment,2025-03-31,45,terminated
CTR00652,SUP0337,1.65,R&D,2021-10-25,56,terminated
CTR00653,SUP0313,0.03,Tech Services,2021-07-11,10,delayed
CTR00654,SUP0060,5.98,Production,2022-07-21,18,active
CTR00655,SUP0438,0.48,Tech Services,2022-12-18,37,terminated
CTR00656,SUP0187,1.17,Production,2023-01-28,21,terminated
CTR00657,SUP0406,0.07,R&D,2020-12-02,6,completed
CTR00658,SUP0390,1.98,Sustainment,2025-01-16,18,delayed
CTR00659,SUP0290,6.42,R&D,2024-06-01,59,terminated
CTR00660,SUP0111,1.74,Sustainment,2020-10-05,16,active
CTR00661,SUP0330,0.69,Tech Services,2024-01-09,58,completed
CTR00662,SUP0057,4.9,Tech Services,2022-04-21,13,delayed
CTR00663,SUP0428,5.44,R&D,2024-04-21,30,active
CTR00664,SUP0004,0.67,Sustainment,2024-12-03,45,terminated
CTR00665,SUP0076,5.16,R&D,2024-08-09,37,delayed
CTR00666,SUP0029,10.3,Sustainment,2021-12-21,29,delayed
CTR00667,SUP0113,0.64,Sustainment,2024-04-28,33,active
CTR00668,SUP0122,5.16,Tech Services,2021-11-05,19,delayed
CTR00669,SUP0016,4.32,Tech Services,2021-01-10,50,active
CTR00670,SUP0158,2.25,Sustainment,2021-09-14,8,terminated
CTR00671,SUP0001,0.21,Sustainment,2022-07-05,41,completed
CTR00672,SUP0369,0.27,Sustainment,2024-12-21,32,active
CTR00673,SUP0489,6.7,Tech Services,2023-02-20,25,completed
CTR00674,SUP0153,16.17,Tech Services,2023-11-23,52,delayed
CTR00675,SUP0089,3.95,Production,2025-03-12,20,active
CTR00676,SUP0411,2.07,Sustainment,2022-01-16,32,terminated
CTR00677,SUP0049,3.65,Production,2022-02-04,58,active
CTR00678,SUP0274,3.16,Sustainment,2022-08-22,50,active
CTR00679,SUP0414,1.69,Tech Services,2022-12-06,46,active
CTR00680,SUP0241,0.24,Production,2024-10-16,33,completed
CTR00681,SUP0107,6.03,Production,2024-04-13,30,completed
CTR00682,SUP0075,1.63,R&D,2024-12-14,47,delayed
CTR00683,SUP0391,5.98,Sustainment,2021-09-10,49,delayed
CTR00684,SUP0465,1.02,Tech Services,2021-12-06,51,delayed
CTR00685,SUP0213,0.0,R&D,2020-05-18,38,delayed
CTR00686,SUP0180,0.61,R&D,2025-02-28,51,active
CTR00687,SUP0399,2.21,Sustainment,2022-12-23,19,completed
CTR00688,SUP0436,10.11,R&D,2023-04-22,13,completed
CTR00689,SUP0435,0.38,Sustainment,2023-03-17,53,completed
CTR00690,SUP0426,6.74,R&D,2021-04-25,19,completed
CTR00691,SUP0471,2.62,Sustainment,2022-01-23,6,delayed
CTR00692,SUP0343,6.12,Tech Services,2020-08-28,21,active
CTR00693,SUP0384,1.24,Sustainment,2023-06-07,23,completed
CTR00694,SUP0079,6.41,Sustainment,2024-06-30,12,terminated
CTR00695,SUP0204,5.19,Production,2021-08-04,20,active
CTR00696,SUP0469,0.92,Tech Services,2020-12-13,29,terminated
CTR00697,SUP0171,0.49,Tech Services,2022-05-26,54,active
CTR00698,SUP0039,7.09,Tech Services,2024-02-04,56,active
CTR00699,SUP0161,11.56,R&D,2024-02-21,18,active
CTR00700,SUP0304,0.11,Production,2022-01-02,14,terminated
CTR00701,SUP0150,4.6,Tech Services,2022-08-29,20,completed
CTR00702,SUP0171,8.41,R&D,2023-03-13,40,completed
CTR00703,SUP0313,6.82,R&D,2021-10-23,29,terminated
CTR00704,SUP0398,11.69,R&D,2022-11-24,38,completed
CTR00705,SUP0462,5.0,Production,2020-11-22,21,delayed
CTR00706,SUP0472,2.04,R&D,2020-12-03,13,completed
CTR00707,SUP0339,1.31,Production,2025-02-13,34,delayed
CTR00708,SUP0246,1.35,Sustainment,2021-04-06,28,delayed
CTR00709,SUP0212,4.51,R&D,2020-06-22,50,delayed
CTR00710,SUP0485,4.79,Tech Services,2024-07-11,36,terminated
CTR00711,SUP0412,0.78,R&D,2021-08-31,45,completed
CTR00712,SUP0021,7.09,Sustainment,2020-07-20,54,completed
CTR00713,SUP0484,4.39,Sustainment,2021-12-13,59,terminated
CTR00714,SUP0259,2.9,R&D,2024-06-02,19,terminated
CTR00715,SUP0038,2.23,Sustainment,2024-03-09,58,completed
CTR00716,SUP0073,2.74,Production,2021-11-24,35,terminated
CTR00717,SUP0394,0.61,Production,2022-09-24,58,terminated
CTR00718,SUP0137,0.8,R&D,2021-03-23,44,delayed
CTR00719,SUP0281,0.33,Production,2024-12-12,32,terminated
CTR00720,SUP0293,0.58,Production,2022-05-13,52,delayed
CTR00721,SUP0410,2.12,Tech Services,2021-10-30,21,active
CTR00722,SUP0255,2.65,R&D,2023-06-26,56,delayed
CTR00723,SUP0057,0.06,Sustainment,2024-11-06,11,delayed
CTR00724,SUP0117,5.58,R&D,2024-04-04,38,terminated
CTR00725,SUP0389,1.22,Production,2024-08-20,49,completed
CTR00726,SUP0154,8.5,Tech Services,2020-08-03,23,active
CTR00727,SUP0328,11.99,R&D,2022-03-09,21,active
CTR00728,SUP0083,0.72,R&D,2022-05-03,17,active
CTR00729,SUP0053,2.17,Production,2023-04-25,25,completed
CTR00730,SUP0197,0.0,Production,2022-09-01,50,active
CTR00731,SUP0293,3.19,R&D,2023-07-17,45,active
CTR00732,SUP0460,3.27,Production,2020-06-29,34,completed
CTR00733,SUP0239,1.0,Production,2025-03-22,35,active
CTR00734,SUP0419,2.86,Production,2020-05-18,31,terminated
CTR00735,SUP0007,0.89,Production,2022-05-02,27,terminated
CTR00736,SUP0193,0.61,Production,2022-08-21,38,delayed
CTR00737,SUP0459,3.69,Tech Services,2022-08-03,58,delayed
CTR00738,SUP0335,1.38,Production,2025-03-08,44,delayed
CTR00739,SUP0444,3.12,Sustainment,2021-10-03,52,terminated
CTR00740,SUP0368,1.99,R&D,2024-03-11,34,terminated
CTR00741,SUP0368,14.55,Tech Services,2022-02-04,27,terminated
CTR00742,SUP0370,0.57,Tech Services,2022-07-27,50,delayed
CTR00743,SUP0215,2.19,Production,2024-01-24,18,delayed
CTR00744,SUP0213,3.99,R&D,2024-12-23,14,delayed
CTR00745,SUP0281,1.76,Sustainment,2021-09-06,29,delayed
CTR00746,SUP0004,12.87,Production,2021-06-28,20,delayed
CTR00747,SUP0282,4.48,R&D,2023-12-09,41,delayed
CTR00748,SUP0042,3.74,Production,2020-10-07,18,terminated
CTR00749,SUP0113,4.95,Production,2021-03-15,32,completed
CTR00750,SUP0339,10.68,Production,2024-12-26,49,completed
CTR00751,SUP0403,8.34,Production,2023-01-03,42,delayed
CTR00752,SUP0403,4.51,Production,2025-02-11,12,completed
CTR00753,SUP0085,4.84,Production,2025-03-29,13,completed
CTR00754,SUP0138,0.55,Production,2021-05-02,42,terminated
CTR00755,SUP0493,0.38,Sustainment,2022-01-31,46,delayed
CTR00756,SUP0110,2.96,Tech Services,2023-04-15,19,delayed
CTR00757,SUP0324,0.06,Sustainment,2024-01-09,17,completed
CTR00758,SUP0236,2.3,Production,2021-03-05,41,delayed
CTR00759,SUP0185,0.83,Production,2024-01-24,57,delayed
CTR00760,SUP0416,1.49,Sustainment,2025-04-26,45,delayed
CTR00761,SUP0358,5.23,Sustainment,2020-09-19,22,delayed
CTR00762,SUP0175,9.92,Tech Services,2023-11-20,45,completed
CTR00763,SUP0310,0.26,Sustainment,2020-12-28,58,active
CTR00764,SUP0488,2.67,Tech Services,2023-03-17,34,completed
CTR00765,SUP0189,7.5,Production,2021-06-19,32,terminated
CTR00766,SUP0048,0.3,R&D,2023-11-16,6,active
CTR00767,SUP0489,6.09,R&D,2022-10-24,57,active
CTR00768,SUP0011,1.55,R&D,2022-05-19,39,active
CTR00769,SUP0007,1.36,R&D,2022-05-04,9,completed
CTR00770,SUP0377,13.27,Production,2022-01-24,29,terminated
CTR00771,SUP0029,0.78,R&D,2022-02-06,26,completed
CTR00772,SUP0111,4.14,Sustainment,2020-09-24,38,terminated
CTR00773,SUP0239,6.03,Sustainment,2025-02-14,12,completed
CTR00774,SUP0288,0.15,R&D,2024-08-11,6,completed
CTR00775,SUP0226,3.88,Sustainment,2022-01-26,46,completed
CTR00776,SUP0462,10.6,Tech Services,2021-05-26,8,active
CTR00777,SUP0061,0.46,Production,2022-10-08,49,completed
CTR00778,SUP0296,7.93,R&D,2022-01-16,56,terminated
CTR00779,SUP0386,3.16,R&D,2022-08-17,20,terminated
CTR00780,SUP0117,3.36,Production,2023-06-12,36,terminated
CTR00781,SUP0464,3.32,Sustainment,2022-06-26,59,active
CTR00782,SUP0096,1.24,Production,2023-01-31,21,completed
CTR00783,SUP0259,9.58,Production,2022-07-25,15,completed
CTR00784,SUP0337,10.3,Sustainment,2024-05-25,59,delayed
CTR00785,SUP0186,3.44,Production,2024-07-08,34,active
CTR00786,SUP0179,5.35,Sustainment,2023-03-27,11,terminated
CTR00787,SUP0090,3.32,Sustainment,2021-08-07,34,terminated
CTR00788,SUP0207,2.32,Production,2023-03-30,22,completed
CTR00789,SUP0192,3.78,Tech Services,2021-05-13,58,terminated
CTR00790,SUP0336,2.82,Sustainment,2021-05-29,27,completed
CTR00791,SUP0480,3.19,Production,2024-03-13,29,completed
CTR00792,SUP0015,5.36,Sustainment,2020-08-05,22,delayed
CTR00793,SUP0096,2.29,Tech Services,2021-07-29,26,active
CTR00794,SUP0436,0.15,Tech Services,2021-08-04,56,completed
CTR00795,SUP0348,0.63,R&D,2024-10-21,55,completed
CTR00796,SUP0211,2.02,Sustainment,2020-05-19,16,completed
CTR00797,SUP0136,4.52,Sustainment,2024-07-23,12,delayed
CTR00798,SUP0213,3.15,Production,2021-07-07,47,completed
CTR00799,SUP0393,3.68,Sustainment,2020-12-29,44,active
CTR00800,SUP0015,2.28,R&D,2021-09-03,10,active
CTR00801,SUP0259,3.35,Tech Services,2020-12-16,49,terminated
CTR00802,SUP0165,1.4,Tech Services,2021-02-21,53,active
CTR00803,SUP0184,2.22,R&D,2022-02-24,26,terminated
CTR00804,SUP0180,4.77,Sustainment,2023-07-28,23,active
CTR00805,SUP0024,7.19,Sustainment,2023-11-14,40,terminated
CTR00806,SUP0164,1.99,R&D,2023-10-09,25,completed
CTR00807,SUP0051,0.16,Production,2023-04-27,20,delayed
CTR00808,SUP0317,0.62,Tech Services,2024-07-04,10,delayed
CTR00809,SUP0324,0.07,R&D,2023-02-17,18,delayed
CTR00810,SUP0298,3.71,R&D,2022-11-25,56,completed
CTR00811,SUP0064,1.41,Sustainment,2024-05-09,17,delayed
CTR00812,SUP0377,2.74,Tech Services,2023-06-14,26,active
CTR00813,SUP0222,2.38,Sustainment,2021-10-11,42,terminated
CTR00814,SUP0378,0.3,R&D,2022-11-19,11,completed
CTR00815,SUP0330,1.81,Production,2022-11-28,12,delayed
CTR00816,SUP0331,0.87,Tech Services,2024-02-23,31,active
