contract_id,supplier_id,contract_value_million,contract_type,award_date,expected_duration_months,status,supplier_name,past_contracts,average_delay_days,compliance_issues,delay_days,contract_age_days,contract_age_months,value_per_month,normalized_delay,normalized_compliance,risk_score,risk_level
CTR03796,SUP0083,5.66,Tech Services,2024-10-22,46,delayed,Murphy-Finley,22,26,0,227,224,7,0.12304347826086957,0.9464285714285714,0.0,0.5678571428571428,Medium
CTR03802,SUP0319,0.57,Tech Services,2021-03-23,54,delayed,"Gross, Stark and Reid",40,32,1,75,1533,51,0.010555555555555554,0.26785714285714285,0.25,0.2607142857142857,Low
CTR03805,SUP0081,1.46,Sustainment,2021-09-10,6,delayed,Gay-Scott,26,173,0,102,1362,45,0.24333333333333332,0.38839285714285715,0.0,0.2330357142857143,Low
CTR03809,SUP0138,2.93,R&D,2022-11-01,20,delayed,Hayes PLC,15,167,0,29,945,31,0.14650000000000002,0.0625,0.0,0.0375,Low
CTR03815,SUP0132,0.73,Tech Services,2022-03-06,38,delayed,Brown Inc,14,5,3,46,1185,39,0.019210526315789473,0.13839285714285715,0.75,0.3830357142857143,Medium
CTR03820,SUP0066,0.77,Tech Services,2021-08-10,28,delayed,"Wilcox, Campbell and Davis",8,91,1,154,1393,46,0.0275,0.6205357142857143,0.25,0.47232142857142856,Medium
CTR03826,SUP0262,0.86,R&D,2022-12-27,16,delayed,"Alexander, Joseph and Villanueva",2,50,0,147,889,29,0.05375,0.5892857142857143,0.0,0.3535714285714286,Medium
CTR03827,SUP0441,9.59,Sustainment,2024-09-09,36,delayed,Nelson-Ramirez,24,84,1,78,267,8,0.2663888888888889,0.28125,0.25,0.26875,Low
CTR03833,SUP0206,0.63,R&D,2023-12-10,7,delayed,Novak-Santana,2,57,4,100,541,18,0.09,0.3794642857142857,1.0,0.6276785714285714,Medium
CTR03835,SUP0301,0.05,R&D,2023-08-29,40,delayed,Mcintyre-Diaz,23,48,3,169,644,21,0.00125,0.6875,0.75,0.7125,High
CTR03840,SUP0232,5.42,R&D,2022-11-01,27,delayed,"Allen, Cohen and Smith",39,153,4,221,945,31,0.20074074074074075,0.9196428571428571,1.0,0.9517857142857142,High
CTR03862,SUP0441,18.26,Production,2022-05-19,14,delayed,Nelson-Ramirez,24,84,1,49,1111,37,1.3042857142857145,0.15178571428571427,0.25,0.19107142857142856,Low
CTR03865,SUP0024,0.42,R&D,2022-11-19,53,delayed,Allen PLC,36,61,4,37,927,30,0.007924528301886792,0.09821428571428571,1.0,0.45892857142857146,Medium
CTR03869,SUP0162,8.16,Tech Services,2023-10-19,48,delayed,Hicks-Phillips,7,191,4,232,593,19,0.17,0.96875,1.0,0.98125,High
CTR03879,SUP0070,4.95,Production,2023-10-24,58,delayed,Burton-Lewis,28,191,2,43,588,19,0.0853448275862069,0.125,0.5,0.275,Low
CTR03883,SUP0191,4.11,Production,2021-04-15,21,delayed,"Luna, Lee and Walker",15,12,0,208,1510,50,0.19571428571428573,0.8616071428571429,0.0,0.5169642857142858,Medium
CTR03886,SUP0383,9.21,R&D,2024-01-24,44,delayed,Oliver and Sons,16,196,1,78,496,16,0.20931818181818185,0.28125,0.25,0.26875,Low
CTR03887,SUP0040,0.33,R&D,2023-08-23,31,delayed,Rodriguez-Pace,35,97,1,170,650,21,0.01064516129032258,0.6919642857142857,0.25,0.5151785714285714,Medium
CTR03894,SUP0345,1.87,Sustainment,2020-11-04,23,delayed,Reeves PLC,28,125,4,229,1672,55,0.08130434782608696,0.9553571428571429,1.0,0.9732142857142857,High
CTR03895,SUP0332,3.7,R&D,2020-05-23,35,delayed,Thompson Inc,27,100,4,178,1837,61,0.10571428571428572,0.7276785714285714,1.0,0.8366071428571429,High
CTR03898,SUP0294,15.64,R&D,2023-07-25,35,delayed,Peterson-Larson,38,160,3,127,679,22,0.4468571428571429,0.5,0.75,0.6000000000000001,Medium
CTR03903,SUP0192,0.43,R&D,2020-05-26,52,delayed,Stanley Inc,5,150,2,148,1834,61,0.008269230769230768,0.59375,0.5,0.55625,Medium
CTR03913,SUP0367,2.01,Sustainment,2023-03-27,43,delayed,Garcia Ltd,23,156,4,153,799,26,0.04674418604651162,0.6160714285714286,1.0,0.7696428571428572,High
CTR03919,SUP0068,11.41,Production,2025-04-27,39,delayed,Lucas-Frost,42,20,3,180,37,1,0.2925641025641026,0.7366071428571429,0.75,0.7419642857142859,High
CTR03922,SUP0030,3.49,Sustainment,2022-11-22,19,delayed,Lopez PLC,41,38,2,132,924,30,0.1836842105263158,0.5223214285714286,0.5,0.5133928571428572,Medium
CTR03929,SUP0084,4.6,R&D,2022-02-27,9,delayed,Pitts Group,1,5,0,176,1192,39,0.5111111111111111,0.71875,0.0,0.43124999999999997,Medium
CTR03940,SUP0321,2.94,R&D,2023-02-02,31,delayed,Nelson-White,24,21,2,81,852,28,0.09483870967741935,0.29464285714285715,0.5,0.3767857142857143,Medium
CTR03946,SUP0293,4.58,Tech Services,2020-08-15,35,delayed,"Santiago, Douglas and Jordan",43,89,4,188,1753,58,0.13085714285714287,0.7723214285714286,1.0,0.8633928571428572,High
CTR03962,SUP0280,0.89,R&D,2025-03-18,26,delayed,"Young, Jefferson and Howell",8,124,0,74,77,2,0.03423076923076923,0.26339285714285715,0.0,0.15803571428571428,Low
CTR03964,SUP0398,6.15,Production,2021-10-14,38,delayed,"Norton, Morris and Edwards",40,66,3,68,1328,44,0.1618421052631579,0.23660714285714285,0.75,0.44196428571428575,Medium
CTR03968,SUP0031,4.21,R&D,2022-11-04,49,delayed,"Stevenson, Moore and Bowman",27,85,0,83,942,31,0.08591836734693878,0.30357142857142855,0.0,0.18214285714285713,Low
CTR03969,SUP0224,1.4,Tech Services,2020-12-31,8,delayed,Armstrong PLC,2,95,1,216,1615,53,0.175,0.8973214285714286,0.25,0.6383928571428571,Medium
CTR03987,SUP0053,0.39,Production,2025-02-10,48,delayed,Reyes-Dickerson,48,193,3,216,113,3,0.008125,0.8973214285714286,0.75,0.8383928571428572,High
CTR03990,SUP0060,0.22,Production,2024-03-03,40,delayed,Quinn PLC,18,103,3,131,457,15,0.0055,0.5178571428571429,0.75,0.6107142857142858,Medium
CTR03992,SUP0082,4.39,R&D,2024-03-17,26,delayed,Holmes-Hunt,11,66,4,23,443,14,0.16884615384615384,0.03571428571428571,1.0,0.42142857142857143,Medium
CTR03994,SUP0026,0.47,R&D,2021-05-29,26,delayed,"Colon, Patel and Martin",30,119,4,140,1466,48,0.018076923076923077,0.5580357142857143,1.0,0.7348214285714285,High
CTR03996,SUP0155,3.6,Tech Services,2024-05-04,37,delayed,Hensley Group,37,189,2,227,395,13,0.0972972972972973,0.9464285714285714,0.5,0.7678571428571428,High
CTR04017,SUP0374,0.68,Sustainment,2023-12-04,56,delayed,"Shah, Watson and Smith",3,186,4,72,547,18,0.012142857142857144,0.2544642857142857,1.0,0.5526785714285715,Medium
CTR04022,SUP0120,0.05,Production,2024-11-17,23,delayed,"Reed, Thomas and Boyle",35,65,3,237,198,6,0.002173913043478261,0.9910714285714286,0.75,0.8946428571428572,High
CTR04031,SUP0147,2.85,Tech Services,2023-08-01,44,delayed,Alexander Group,49,32,1,127,672,22,0.06477272727272727,0.5,0.25,0.4,Medium
CTR04044,SUP0360,0.52,R&D,2024-08-08,31,delayed,Cohen Inc,8,98,2,176,299,9,0.016774193548387096,0.71875,0.5,0.63125,Medium
CTR04045,SUP0452,0.0,Production,2021-09-27,28,delayed,Martinez-Morris,36,116,1,120,1345,44,0.0,0.46875,0.25,0.38125,Medium
CTR04051,SUP0453,8.5,Production,2022-12-02,44,delayed,"Brown, Williams and Miller",45,42,4,49,914,30,0.19318181818181818,0.15178571428571427,1.0,0.4910714285714286,Medium
CTR04054,SUP0292,3.99,Tech Services,2022-11-05,41,delayed,"Long, Bryant and Johns",3,140,1,117,941,31,0.09731707317073171,0.45535714285714285,0.25,0.3732142857142857,Medium
CTR04064,SUP0066,1.39,R&D,2021-01-24,55,delayed,"Wilcox, Campbell and Davis",8,91,1,175,1591,53,0.02527272727272727,0.7142857142857143,0.25,0.5285714285714286,Medium
CTR04072,SUP0374,0.56,Tech Services,2025-05-01,19,delayed,"Shah, Watson and Smith",3,186,4,174,33,1,0.02947368421052632,0.7098214285714286,1.0,0.8258928571428572,High
CTR04075,SUP0112,3.54,Production,2021-06-20,39,delayed,Williams Group,36,127,1,197,1444,48,0.09076923076923077,0.8125,0.25,0.5875,Medium
CTR04080,SUP0208,5.85,R&D,2020-07-25,31,delayed,Camacho LLC,49,99,1,150,1774,59,0.18870967741935482,0.6026785714285714,0.25,0.4616071428571429,Medium
CTR04082,SUP0303,5.55,Sustainment,2024-05-15,41,delayed,Soto-Brooks,15,182,2,188,384,12,0.1353658536585366,0.7723214285714286,0.5,0.6633928571428571,Medium
CTR04090,SUP0128,8.17,Tech Services,2025-04-13,35,delayed,Roberts-Ramos,28,185,3,150,51,1,0.23342857142857143,0.6026785714285714,0.75,0.6616071428571428,Medium
CTR04096,SUP0372,2.76,Production,2021-11-23,46,delayed,"Brown, Flores and Parker",47,38,2,120,1288,42,0.06,0.46875,0.5,0.48125,Medium
CTR04102,SUP0488,0.36,R&D,2023-03-23,28,delayed,"Ellis, Hunt and Smith",16,43,4,68,803,26,0.012857142857142857,0.23660714285714285,1.0,0.5419642857142857,Medium
CTR04108,SUP0376,0.98,Tech Services,2022-10-31,35,delayed,Martin-Williams,25,56,0,35,946,31,0.028,0.08928571428571429,0.0,0.05357142857142857,Low
CTR04112,SUP0237,0.02,Sustainment,2020-09-07,18,delayed,"Greene, Miller and Perry",2,17,4,238,1730,57,0.0011111111111111111,0.9955357142857143,1.0,0.9973214285714286,High
CTR04121,SUP0162,5.69,R&D,2020-10-01,19,delayed,Hicks-Phillips,7,191,4,89,1706,56,0.29947368421052634,0.33035714285714285,1.0,0.5982142857142857,Medium
CTR04136,SUP0108,3.54,Tech Services,2022-11-26,19,delayed,Pruitt-Smith,19,80,4,203,920,30,0.1863157894736842,0.8392857142857143,1.0,0.9035714285714286,High
CTR04143,SUP0376,9.43,Production,2024-10-24,31,delayed,Martin-Williams,25,56,0,159,222,7,0.3041935483870968,0.6428571428571429,0.0,0.38571428571428573,Medium
CTR04145,SUP0293,1.8,Production,2024-01-08,59,delayed,"Santiago, Douglas and Jordan",43,89,4,92,512,17,0.030508474576271188,0.34375,1.0,0.60625,Medium
CTR04153,SUP0011,1.28,R&D,2024-07-03,56,delayed,Rogers and Sons,28,92,2,62,335,11,0.022857142857142857,0.20982142857142858,0.5,0.32589285714285715,Medium
CTR04162,SUP0376,0.5,Sustainment,2023-05-06,47,delayed,Martin-Williams,25,56,0,105,759,25,0.010638297872340425,0.4017857142857143,0.0,0.24107142857142858,Low
CTR04163,SUP0145,13.29,R&D,2022-12-18,17,delayed,"Ibarra, White and Martinez",26,129,4,150,898,29,0.7817647058823529,0.6026785714285714,1.0,0.7616071428571429,High
CTR04165,SUP0381,18.89,Production,2020-07-25,18,delayed,James-Malone,33,23,3,198,1774,59,1.0494444444444444,0.8169642857142857,0.75,0.7901785714285714,High
CTR04181,SUP0003,7.12,R&D,2023-04-10,45,delayed,Wiley-Moore,19,1,1,211,785,26,0.15822222222222224,0.875,0.25,0.625,Medium
CTR04182,SUP0340,2.64,Tech Services,2024-11-15,28,delayed,Wagner Inc,35,163,0,26,200,6,0.09428571428571429,0.049107142857142856,0.0,0.029464285714285714,Low
CTR04186,SUP0063,7.89,Tech Services,2022-02-13,59,delayed,Brown-Howell,20,89,0,180,1206,40,0.13372881355932204,0.7366071428571429,0.0,0.44196428571428575,Medium
CTR04190,SUP0441,1.13,Tech Services,2023-04-25,14,delayed,Nelson-Ramirez,24,84,1,160,770,25,0.08071428571428571,0.6473214285714286,0.25,0.4883928571428572,Medium
CTR04216,SUP0186,0.27,Sustainment,2021-08-05,11,delayed,Mccoy LLC,23,16,4,93,1398,46,0.024545454545454547,0.3482142857142857,1.0,0.6089285714285715,Medium
CTR04218,SUP0038,4.34,R&D,2024-06-24,43,delayed,"Young, Wilson and Montgomery",44,20,4,184,344,11,0.10093023255813953,0.7544642857142857,1.0,0.8526785714285714,High
CTR04243,SUP0191,7.62,Tech Services,2024-04-21,46,delayed,"Luna, Lee and Walker",15,12,0,55,408,13,0.1656521739130435,0.17857142857142858,0.0,0.10714285714285714,Low
CTR04245,SUP0371,6.96,R&D,2021-04-07,23,delayed,Brooks Group,44,94,2,189,1518,50,0.3026086956521739,0.7767857142857143,0.5,0.6660714285714286,Medium
CTR04246,SUP0417,1.09,Production,2024-02-18,42,delayed,King-Knight,35,82,0,156,471,15,0.025952380952380956,0.6294642857142857,0.0,0.3776785714285714,Medium
CTR04247,SUP0383,2.68,Tech Services,2023-08-11,43,delayed,Oliver and Sons,16,196,1,143,662,22,0.06232558139534884,0.5714285714285714,0.25,0.44285714285714284,Medium
CTR04255,SUP0162,16.85,Production,2021-12-19,6,delayed,Hicks-Phillips,7,191,4,31,1262,42,2.8083333333333336,0.07142857142857142,1.0,0.4428571428571429,Medium
CTR04268,SUP0084,2.7,Tech Services,2024-03-20,32,delayed,Pitts Group,1,5,0,239,440,14,0.084375,1.0,0.0,0.6,Medium
CTR04269,SUP0185,6.41,Tech Services,2022-04-30,44,delayed,Glover Group,43,141,0,197,1130,37,0.1456818181818182,0.8125,0.0,0.4875,Medium
CTR04271,SUP0085,4.32,R&D,2024-12-23,17,delayed,"Taylor, Stanley and Armstrong",29,116,4,67,162,5,0.25411764705882356,0.23214285714285715,1.0,0.5392857142857144,Medium
CTR04278,SUP0293,1.17,Sustainment,2021-02-12,37,delayed,"Santiago, Douglas and Jordan",43,89,4,204,1572,52,0.03162162162162162,0.84375,1.0,0.90625,High
CTR04281,SUP0398,5.01,R&D,2020-12-04,45,delayed,"Norton, Morris and Edwards",40,66,3,150,1642,54,0.11133333333333333,0.6026785714285714,0.75,0.6616071428571428,Medium
CTR04299,SUP0231,2.45,R&D,2025-01-20,19,delayed,Smith Inc,20,23,3,208,134,4,0.12894736842105264,0.8616071428571429,0.75,0.8169642857142858,High
CTR04306,SUP0492,0.76,Tech Services,2024-08-14,48,delayed,Garza-Hamilton,33,68,1,32,293,9,0.015833333333333335,0.07589285714285714,0.25,0.1455357142857143,Low
CTR04308,SUP0393,6.2,Production,2022-03-06,51,delayed,"Johnson, Hartman and Gibbs",6,42,2,113,1185,39,0.12156862745098039,0.4375,0.5,0.4625,Medium
CTR04315,SUP0221,0.87,Sustainment,2021-10-03,49,delayed,Green Group,39,147,4,161,1339,44,0.017755102040816328,0.6517857142857143,1.0,0.7910714285714286,High
CTR04318,SUP0079,0.82,Sustainment,2021-01-19,14,delayed,Mason-Schneider,11,134,0,219,1596,53,0.058571428571428566,0.9107142857142857,0.0,0.5464285714285714,Medium
CTR04319,SUP0204,1.06,Sustainment,2025-04-27,7,delayed,Graham and Sons,19,45,4,82,37,1,0.15142857142857144,0.29910714285714285,1.0,0.5794642857142858,Medium
CTR04331,SUP0003,2.28,R&D,2021-02-13,44,delayed,Wiley-Moore,19,1,1,64,1571,52,0.05181818181818181,0.21875,0.25,0.23125,Low
CTR04332,SUP0262,5.11,Tech Services,2021-02-06,35,delayed,"Alexander, Joseph and Villanueva",2,50,0,39,1578,52,0.14600000000000002,0.10714285714285714,0.0,0.06428571428571428,Low
CTR04342,SUP0186,2.89,Sustainment,2023-05-25,33,delayed,Mccoy LLC,23,16,4,135,740,24,0.08757575757575758,0.5357142857142857,1.0,0.7214285714285714,High
CTR04348,SUP0149,2.81,Sustainment,2023-07-21,13,delayed,Erickson Ltd,20,88,0,237,683,22,0.21615384615384617,0.9910714285714286,0.0,0.5946428571428571,Medium
CTR04362,SUP0424,1.66,Sustainment,2024-12-01,59,delayed,"Jackson, Dixon and Baker",4,162,2,70,184,6,0.02813559322033898,0.24553571428571427,0.5,0.34732142857142856,Medium
CTR04365,SUP0256,0.78,Tech Services,2020-07-12,53,delayed,Thompson Group,6,33,2,53,1787,59,0.014716981132075473,0.16964285714285715,0.5,0.3017857142857143,Medium
CTR04372,SUP0416,0.32,Production,2020-06-26,42,delayed,"Booth, Lewis and Smith",42,53,0,77,1803,60,0.007619047619047619,0.2767857142857143,0.0,0.16607142857142856,Low
CTR04373,SUP0072,0.79,Sustainment,2021-10-24,48,delayed,Carter and Sons,14,93,0,142,1318,43,0.016458333333333335,0.5669642857142857,0.0,0.3401785714285714,Medium
CTR04375,SUP0234,0.81,Sustainment,2025-03-24,57,delayed,Estrada PLC,34,57,4,149,71,2,0.014210526315789474,0.5982142857142857,1.0,0.7589285714285714,High
CTR04385,SUP0277,3.05,Tech Services,2020-12-28,44,delayed,"Carroll, Jones and Ward",26,115,1,200,1618,53,0.06931818181818182,0.8258928571428571,0.25,0.5955357142857143,Medium
CTR04405,SUP0006,0.85,R&D,2020-11-06,7,delayed,Page LLC,30,163,1,73,1670,55,0.12142857142857143,0.25892857142857145,0.25,0.25535714285714284,Low
CTR04409,SUP0360,4.12,Tech Services,2021-04-26,59,delayed,Cohen Inc,8,98,2,62,1499,49,0.06983050847457627,0.20982142857142858,0.5,0.32589285714285715,Medium
CTR04411,SUP0062,3.43,Sustainment,2021-05-30,36,delayed,"Melton, Murphy and Buckley",24,179,4,147,1465,48,0.09527777777777778,0.5892857142857143,1.0,0.7535714285714286,High
CTR04412,SUP0085,6.19,R&D,2021-12-11,46,delayed,"Taylor, Stanley and Armstrong",29,116,4,229,1270,42,0.13456521739130436,0.9553571428571429,1.0,0.9732142857142857,High
CTR04427,SUP0267,0.15,Production,2020-10-11,17,delayed,Johnson Group,41,112,3,102,1696,56,0.008823529411764706,0.38839285714285715,0.75,0.5330357142857143,Medium
CTR04428,SUP0323,4.78,R&D,2020-11-23,24,delayed,Hardy Group,33,89,0,39,1653,55,0.1991666666666667,0.10714285714285714,0.0,0.06428571428571428,Low
CTR04440,SUP0422,3.18,Tech Services,2023-08-29,57,delayed,Cline and Sons,24,141,1,149,644,21,0.05578947368421053,0.5982142857142857,0.25,0.45892857142857146,Medium
CTR04441,SUP0295,2.32,Production,2024-02-06,20,delayed,Shepard PLC,49,99,2,200,483,16,0.11599999999999999,0.8258928571428571,0.5,0.6955357142857143,Medium
CTR04452,SUP0231,3.37,R&D,2020-07-16,7,delayed,Smith Inc,20,23,3,181,1783,59,0.48142857142857143,0.7410714285714286,0.75,0.7446428571428572,High
CTR04462,SUP0456,0.52,Sustainment,2025-01-08,27,delayed,Thompson-Rogers,48,64,1,139,146,4,0.01925925925925926,0.5535714285714286,0.25,0.43214285714285716,Medium
CTR04465,SUP0060,9.77,R&D,2021-10-31,53,delayed,Quinn PLC,18,103,3,160,1311,43,0.18433962264150944,0.6473214285714286,0.75,0.6883928571428573,Medium
CTR04468,SUP0230,6.77,Production,2023-12-15,29,delayed,Morales-Orr,29,67,2,117,536,17,0.23344827586206895,0.45535714285714285,0.5,0.4732142857142857,Medium
CTR04481,SUP0455,3.07,Sustainment,2021-12-29,45,delayed,"Fleming, Velasquez and Henderson",16,98,2,143,1252,41,0.06822222222222221,0.5714285714285714,0.5,0.5428571428571428,Medium
CTR04521,SUP0178,1.39,R&D,2021-04-01,6,delayed,Koch Ltd,48,191,3,138,1524,50,0.23166666666666666,0.5491071428571429,0.75,0.6294642857142858,Medium
CTR04530,SUP0360,1.04,Production,2024-07-31,40,delayed,Cohen Inc,8,98,2,36,307,10,0.026000000000000002,0.09375,0.5,0.25625,Low
CTR04542,SUP0103,4.51,Production,2021-02-13,30,delayed,Rivers-Flowers,32,15,3,103,1571,52,0.15033333333333332,0.39285714285714285,0.75,0.5357142857142858,Medium
CTR04544,SUP0462,6.94,Sustainment,2021-05-18,19,delayed,"Calderon, Fuentes and Hines",42,12,0,145,1477,49,0.36526315789473685,0.5803571428571429,0.0,0.34821428571428575,Medium
CTR04553,SUP0446,1.44,Tech Services,2022-07-18,23,delayed,"Weeks, Ryan and Serrano",2,51,1,230,1051,35,0.0626086956521739,0.9598214285714286,0.25,0.6758928571428571,Medium
CTR04554,SUP0334,0.69,Sustainment,2025-04-20,19,delayed,"Mitchell, Perez and Brown",32,151,2,142,44,1,0.03631578947368421,0.5669642857142857,0.5,0.5401785714285714,Medium
CTR04559,SUP0137,4.85,Tech Services,2021-09-24,15,delayed,Brooks-Callahan,30,116,1,59,1348,44,0.3233333333333333,0.19642857142857142,0.25,0.21785714285714286,Low
CTR04581,SUP0252,3.71,Tech Services,2021-10-04,57,delayed,Powell-Bowman,41,152,0,192,1338,44,0.06508771929824561,0.7901785714285714,0.0,0.47410714285714284,Medium
CTR04582,SUP0453,1.51,Production,2021-08-23,56,delayed,"Brown, Williams and Miller",45,42,4,117,1380,46,0.026964285714285715,0.45535714285714285,1.0,0.6732142857142858,Medium
CTR04591,SUP0376,1.17,R&D,2024-01-15,13,delayed,Martin-Williams,25,56,0,173,505,16,0.09,0.7053571428571429,0.0,0.4232142857142857,Medium
CTR04606,SUP0199,1.34,Sustainment,2024-05-03,34,delayed,Simpson Inc,35,182,4,43,396,13,0.039411764705882354,0.125,1.0,0.47500000000000003,Medium
CTR04607,SUP0123,0.87,Production,2020-06-15,21,delayed,"Decker, Gonzales and Macias",25,188,3,201,1814,60,0.041428571428571426,0.8303571428571429,0.75,0.7982142857142858,High
CTR04614,SUP0479,6.9,Tech Services,2025-02-02,24,delayed,"Bell, Jones and Black",9,54,1,219,121,4,0.28750000000000003,0.9107142857142857,0.25,0.6464285714285714,Medium
CTR04624,SUP0335,2.7,R&D,2023-09-06,50,delayed,Brown-Pruitt,29,28,4,87,636,21,0.054000000000000006,0.32142857142857145,1.0,0.5928571428571429,Medium
CTR04625,SUP0069,0.75,Sustainment,2021-08-20,54,delayed,Briggs-James,3,34,0,133,1383,46,0.013888888888888888,0.5267857142857143,0.0,0.31607142857142856,Medium
CTR04639,SUP0378,10.1,Production,2025-03-06,36,delayed,Gonzales Ltd,17,137,4,99,89,2,0.28055555555555556,0.375,1.0,0.625,Medium
CTR04647,SUP0492,1.46,Tech Services,2021-10-31,21,delayed,Garza-Hamilton,33,68,1,209,1311,43,0.06952380952380952,0.8660714285714286,0.25,0.6196428571428572,Medium
CTR04662,SUP0332,0.72,Tech Services,2022-03-30,47,delayed,Thompson Inc,27,100,4,103,1161,38,0.015319148936170212,0.39285714285714285,1.0,0.6357142857142857,Medium
CTR04674,SUP0377,0.94,Sustainment,2020-10-20,6,delayed,"Randolph, Wiley and Joseph",3,68,3,90,1687,56,0.15666666666666665,0.33482142857142855,0.75,0.5008928571428571,Medium
CTR04681,SUP0307,0.17,R&D,2025-04-16,10,delayed,"Sanchez, Thompson and Snyder",4,144,0,235,48,1,0.017,0.9821428571428571,0.0,0.5892857142857142,Medium
CTR04684,SUP0073,0.96,R&D,2024-01-21,31,delayed,Gonzalez PLC,14,102,4,130,499,16,0.03096774193548387,0.5133928571428571,1.0,0.7080357142857143,High
CTR04686,SUP0217,3.58,Tech Services,2024-08-08,11,delayed,Owens-Lewis,7,62,2,153,299,9,0.32545454545454544,0.6160714285714286,0.5,0.5696428571428571,Medium
CTR04691,SUP0400,1.12,Production,2020-06-04,52,delayed,Miller Inc,28,15,1,168,1825,60,0.02153846153846154,0.6830357142857143,0.25,0.5098214285714285,Medium
CTR04693,SUP0235,2.35,Sustainment,2024-11-22,39,delayed,Rose-Mckinney,8,85,1,67,193,6,0.06025641025641026,0.23214285714285715,0.25,0.2392857142857143,Low
CTR04711,SUP0019,1.16,Tech Services,2023-05-07,16,delayed,Kennedy-Robinson,9,98,3,78,758,25,0.0725,0.28125,0.75,0.46875,Medium
CTR04723,SUP0223,1.56,Tech Services,2022-12-01,56,delayed,"Duncan, Smith and Collins",8,20,3,152,915,30,0.027857142857142858,0.6116071428571429,0.75,0.6669642857142858,Medium
CTR04734,SUP0107,1.95,R&D,2022-10-31,46,delayed,Flynn LLC,14,129,4,45,946,31,0.042391304347826085,0.13392857142857142,1.0,0.48035714285714287,Medium
CTR04739,SUP0252,0.87,R&D,2024-11-25,26,delayed,Powell-Bowman,41,152,0,50,190,6,0.03346153846153846,0.15625,0.0,0.09375,Low
CTR04745,SUP0092,2.45,Production,2023-12-05,51,delayed,Thompson-Richardson,16,100,2,40,546,18,0.04803921568627451,0.11160714285714286,0.5,0.2669642857142857,Low
CTR04748,SUP0432,3.34,Sustainment,2020-08-23,14,delayed,Strickland-Porter,42,46,2,34,1745,58,0.23857142857142857,0.08482142857142858,0.5,0.25089285714285714,Low
CTR04770,SUP0065,5.08,Tech Services,2021-04-10,55,delayed,Campbell PLC,39,22,0,58,1515,50,0.09236363636363637,0.19196428571428573,0.0,0.11517857142857144,Low
CTR04775,SUP0428,1.87,Sustainment,2024-09-13,36,delayed,"Morris, Walker and Edwards",15,196,1,76,263,8,0.051944444444444446,0.27232142857142855,0.25,0.2633928571428571,Low
CTR04784,SUP0283,15.12,Sustainment,2021-05-08,16,delayed,Calhoun-Nash,1,79,4,93,1487,49,0.945,0.3482142857142857,1.0,0.6089285714285715,Medium
CTR04788,SUP0380,5.38,R&D,2021-02-05,37,delayed,Johnson PLC,32,177,2,23,1579,52,0.1454054054054054,0.03571428571428571,0.5,0.22142857142857145,Low
CTR04801,SUP0460,4.32,Tech Services,2021-12-05,56,delayed,Hunt-Garcia,13,22,4,104,1276,42,0.07714285714285715,0.39732142857142855,1.0,0.6383928571428572,Medium
CTR04813,SUP0254,4.37,Sustainment,2025-04-01,39,delayed,Kennedy-Perez,2,118,4,74,63,2,0.11205128205128205,0.26339285714285715,1.0,0.5580357142857143,Medium
CTR04814,SUP0353,1.75,Tech Services,2025-01-19,15,delayed,"Lee, Love and Patterson",12,151,1,98,135,4,0.11666666666666667,0.3705357142857143,0.25,0.3223214285714286,Medium
CTR04821,SUP0145,2.96,R&D,2025-03-11,40,delayed,"Ibarra, White and Martinez",26,129,4,134,84,2,0.074,0.53125,1.0,0.71875,High
CTR04827,SUP0453,4.08,Sustainment,2025-03-30,23,delayed,"Brown, Williams and Miller",45,42,4,92,65,2,0.1773913043478261,0.34375,1.0,0.60625,Medium
CTR04833,SUP0200,7.5,Production,2021-05-02,25,delayed,Smith-Moss,25,29,4,43,1493,49,0.3,0.125,1.0,0.47500000000000003,Medium
CTR04837,SUP0423,0.21,Sustainment,2021-03-14,56,delayed,"Wright, Cannon and Ali",44,23,3,174,1542,51,0.00375,0.7098214285714286,0.75,0.7258928571428571,High
CTR04848,SUP0193,0.05,R&D,2020-05-22,59,delayed,Pena-Brown,49,179,0,49,1838,61,0.0008474576271186442,0.15178571428571427,0.0,0.09107142857142857,Low
CTR04864,SUP0011,2.52,Production,2021-12-14,28,delayed,Rogers and Sons,28,92,2,57,1267,42,0.09,0.1875,0.5,0.3125,Medium
CTR04865,SUP0135,6.52,Sustainment,2024-09-04,57,delayed,Estrada-Edwards,48,95,4,110,272,9,0.11438596491228069,0.42410714285714285,1.0,0.6544642857142857,Medium
CTR04869,SUP0277,7.21,Production,2024-07-26,9,delayed,"Carroll, Jones and Ward",26,115,1,133,312,10,0.8011111111111111,0.5267857142857143,0.25,0.41607142857142854,Medium
CTR04876,SUP0069,1.07,Production,2023-06-02,42,delayed,Briggs-James,3,34,0,34,732,24,0.02547619047619048,0.08482142857142858,0.0,0.05089285714285714,Low
CTR04878,SUP0294,4.43,Tech Services,2024-04-24,16,delayed,Peterson-Larson,38,160,3,129,405,13,0.276875,0.5089285714285714,0.75,0.6053571428571429,Medium
CTR04903,SUP0404,2.59,Sustainment,2021-11-10,25,delayed,Perez Group,42,110,1,56,1301,43,0.1036,0.18303571428571427,0.25,0.20982142857142855,Low
CTR04911,SUP0092,0.03,R&D,2022-10-11,40,delayed,Thompson-Richardson,16,100,2,91,966,32,0.00075,0.3392857142857143,0.5,0.4035714285714286,Medium
